Uid;split;voice-path-new;label
devel_001;2;data_og/NCSC/devel_001.wav;NA
devel_002;2;data_og/NCSC/devel_002.wav;NA
devel_003;2;data_og/NCSC/devel_003.wav;NA
devel_004;2;data_og/NCSC/devel_004.wav;NA
devel_005;2;data_og/NCSC/devel_005.wav;NA
devel_006;2;data_og/NCSC/devel_006.wav;NA
devel_007;2;data_og/NCSC/devel_007.wav;NA
devel_008;2;data_og/NCSC/devel_008.wav;NA
devel_009;2;data_og/NCSC/devel_009.wav;NA
devel_010;2;data_og/NCSC/devel_010.wav;NA
devel_011;2;data_og/NCSC/devel_011.wav;NA
devel_012;2;data_og/NCSC/devel_012.wav;NA
devel_013;2;data_og/NCSC/devel_013.wav;NA
devel_014;2;data_og/NCSC/devel_014.wav;NA
devel_015;2;data_og/NCSC/devel_015.wav;NA
devel_016;2;data_og/NCSC/devel_016.wav;NA
devel_017;2;data_og/NCSC/devel_017.wav;NA
devel_018;2;data_og/NCSC/devel_018.wav;NA
devel_019;2;data_og/NCSC/devel_019.wav;NA
devel_020;2;data_og/NCSC/devel_020.wav;NA
devel_021;2;data_og/NCSC/devel_021.wav;NA
devel_022;2;data_og/NCSC/devel_022.wav;NA
devel_023;2;data_og/NCSC/devel_023.wav;NA
devel_024;2;data_og/NCSC/devel_024.wav;NA
devel_025;2;data_og/NCSC/devel_025.wav;NA
devel_026;2;data_og/NCSC/devel_026.wav;NA
devel_027;2;data_og/NCSC/devel_027.wav;NA
devel_028;2;data_og/NCSC/devel_028.wav;NA
devel_029;2;data_og/NCSC/devel_029.wav;NA
devel_030;2;data_og/NCSC/devel_030.wav;NA
devel_031;2;data_og/NCSC/devel_031.wav;NA
devel_032;2;data_og/NCSC/devel_032.wav;NA
devel_033;2;data_og/NCSC/devel_033.wav;NA
devel_034;2;data_og/NCSC/devel_034.wav;NA
devel_035;2;data_og/NCSC/devel_035.wav;NA
devel_036;2;data_og/NCSC/devel_036.wav;NA
devel_037;2;data_og/NCSC/devel_037.wav;NA
devel_038;2;data_og/NCSC/devel_038.wav;NA
devel_039;2;data_og/NCSC/devel_039.wav;NA
devel_040;2;data_og/NCSC/devel_040.wav;NA
devel_041;2;data_og/NCSC/devel_041.wav;NA
devel_042;2;data_og/NCSC/devel_042.wav;NA
devel_043;2;data_og/NCSC/devel_043.wav;NA
devel_044;2;data_og/NCSC/devel_044.wav;NA
devel_045;2;data_og/NCSC/devel_045.wav;NA
devel_046;2;data_og/NCSC/devel_046.wav;NA
devel_047;2;data_og/NCSC/devel_047.wav;NA
devel_048;2;data_og/NCSC/devel_048.wav;NA
devel_049;2;data_og/NCSC/devel_049.wav;NA
devel_050;2;data_og/NCSC/devel_050.wav;NA
devel_051;2;data_og/NCSC/devel_051.wav;NA
devel_052;2;data_og/NCSC/devel_052.wav;NA
devel_053;2;data_og/NCSC/devel_053.wav;NA
devel_054;2;data_og/NCSC/devel_054.wav;NA
devel_055;2;data_og/NCSC/devel_055.wav;NA
devel_056;2;data_og/NCSC/devel_056.wav;NA
devel_057;2;data_og/NCSC/devel_057.wav;NA
devel_058;2;data_og/NCSC/devel_058.wav;NA
devel_059;2;data_og/NCSC/devel_059.wav;NA
devel_060;2;data_og/NCSC/devel_060.wav;NA
devel_061;2;data_og/NCSC/devel_061.wav;NA
devel_062;2;data_og/NCSC/devel_062.wav;NA
devel_063;2;data_og/NCSC/devel_063.wav;NA
devel_064;2;data_og/NCSC/devel_064.wav;NA
devel_065;2;data_og/NCSC/devel_065.wav;NA
devel_066;2;data_og/NCSC/devel_066.wav;NA
devel_067;2;data_og/NCSC/devel_067.wav;NA
devel_068;2;data_og/NCSC/devel_068.wav;NA
devel_069;2;data_og/NCSC/devel_069.wav;NA
devel_070;2;data_og/NCSC/devel_070.wav;NA
devel_071;2;data_og/NCSC/devel_071.wav;NA
devel_072;2;data_og/NCSC/devel_072.wav;NA
devel_073;2;data_og/NCSC/devel_073.wav;NA
devel_074;2;data_og/NCSC/devel_074.wav;NA
devel_075;2;data_og/NCSC/devel_075.wav;NA
devel_076;2;data_og/NCSC/devel_076.wav;NA
devel_077;2;data_og/NCSC/devel_077.wav;NA
devel_078;2;data_og/NCSC/devel_078.wav;NA
devel_079;2;data_og/NCSC/devel_079.wav;NA
devel_080;2;data_og/NCSC/devel_080.wav;NA
devel_081;2;data_og/NCSC/devel_081.wav;NA
devel_082;2;data_og/NCSC/devel_082.wav;NA
devel_083;2;data_og/NCSC/devel_083.wav;NA
devel_084;2;data_og/NCSC/devel_084.wav;NA
devel_085;2;data_og/NCSC/devel_085.wav;NA
devel_086;2;data_og/NCSC/devel_086.wav;NA
devel_087;2;data_og/NCSC/devel_087.wav;NA
devel_088;2;data_og/NCSC/devel_088.wav;NA
devel_089;2;data_og/NCSC/devel_089.wav;NA
devel_090;2;data_og/NCSC/devel_090.wav;NA
devel_091;2;data_og/NCSC/devel_091.wav;NA
devel_092;2;data_og/NCSC/devel_092.wav;NA
devel_093;2;data_og/NCSC/devel_093.wav;NA
devel_094;2;data_og/NCSC/devel_094.wav;NA
devel_095;2;data_og/NCSC/devel_095.wav;NA
devel_096;2;data_og/NCSC/devel_096.wav;NA
devel_097;2;data_og/NCSC/devel_097.wav;NA
devel_098;2;data_og/NCSC/devel_098.wav;NA
devel_099;2;data_og/NCSC/devel_099.wav;NA
devel_100;2;data_og/NCSC/devel_100.wav;NA
devel_101;2;data_og/NCSC/devel_101.wav;NA
devel_102;2;data_og/NCSC/devel_102.wav;NA
devel_103;2;data_og/NCSC/devel_103.wav;NA
devel_104;2;data_og/NCSC/devel_104.wav;NA
devel_105;2;data_og/NCSC/devel_105.wav;NA
devel_106;2;data_og/NCSC/devel_106.wav;NA
devel_107;2;data_og/NCSC/devel_107.wav;NA
devel_108;2;data_og/NCSC/devel_108.wav;NA
devel_109;2;data_og/NCSC/devel_109.wav;NA
devel_110;2;data_og/NCSC/devel_110.wav;NA
devel_111;2;data_og/NCSC/devel_111.wav;NA
devel_112;2;data_og/NCSC/devel_112.wav;NA
devel_113;2;data_og/NCSC/devel_113.wav;NA
devel_114;2;data_og/NCSC/devel_114.wav;NA
devel_115;2;data_og/NCSC/devel_115.wav;NA
devel_116;2;data_og/NCSC/devel_116.wav;NA
devel_117;2;data_og/NCSC/devel_117.wav;NA
devel_118;2;data_og/NCSC/devel_118.wav;NA
devel_119;2;data_og/NCSC/devel_119.wav;NA
devel_120;2;data_og/NCSC/devel_120.wav;NA
devel_121;2;data_og/NCSC/devel_121.wav;NA
devel_122;2;data_og/NCSC/devel_122.wav;NA
devel_123;2;data_og/NCSC/devel_123.wav;NA
devel_124;2;data_og/NCSC/devel_124.wav;NA
devel_125;2;data_og/NCSC/devel_125.wav;NA
devel_126;2;data_og/NCSC/devel_126.wav;NA
devel_127;2;data_og/NCSC/devel_127.wav;NA
devel_128;2;data_og/NCSC/devel_128.wav;NA
devel_129;2;data_og/NCSC/devel_129.wav;NA
devel_130;2;data_og/NCSC/devel_130.wav;NA
devel_131;2;data_og/NCSC/devel_131.wav;NA
devel_132;2;data_og/NCSC/devel_132.wav;NA
devel_133;2;data_og/NCSC/devel_133.wav;NA
devel_134;2;data_og/NCSC/devel_134.wav;NA
devel_135;2;data_og/NCSC/devel_135.wav;NA
devel_136;2;data_og/NCSC/devel_136.wav;NA
devel_137;2;data_og/NCSC/devel_137.wav;NA
devel_138;2;data_og/NCSC/devel_138.wav;NA
devel_139;2;data_og/NCSC/devel_139.wav;NA
devel_140;2;data_og/NCSC/devel_140.wav;NA
devel_141;2;data_og/NCSC/devel_141.wav;NA
devel_142;2;data_og/NCSC/devel_142.wav;NA
devel_143;2;data_og/NCSC/devel_143.wav;NA
devel_144;2;data_og/NCSC/devel_144.wav;NA
devel_145;2;data_og/NCSC/devel_145.wav;NA
devel_146;2;data_og/NCSC/devel_146.wav;NA
devel_147;2;data_og/NCSC/devel_147.wav;NA
devel_148;2;data_og/NCSC/devel_148.wav;NA
devel_149;2;data_og/NCSC/devel_149.wav;NA
devel_150;2;data_og/NCSC/devel_150.wav;NA
devel_151;2;data_og/NCSC/devel_151.wav;NA
devel_152;2;data_og/NCSC/devel_152.wav;NA
devel_153;2;data_og/NCSC/devel_153.wav;NA
devel_154;2;data_og/NCSC/devel_154.wav;NA
devel_155;2;data_og/NCSC/devel_155.wav;NA
devel_156;2;data_og/NCSC/devel_156.wav;NA
devel_157;2;data_og/NCSC/devel_157.wav;NA
devel_158;2;data_og/NCSC/devel_158.wav;NA
devel_159;2;data_og/NCSC/devel_159.wav;NA
devel_160;2;data_og/NCSC/devel_160.wav;NA
devel_161;2;data_og/NCSC/devel_161.wav;NA
devel_162;2;data_og/NCSC/devel_162.wav;NA
devel_163;2;data_og/NCSC/devel_163.wav;NA
devel_164;2;data_og/NCSC/devel_164.wav;NA
devel_165;2;data_og/NCSC/devel_165.wav;NA
devel_166;2;data_og/NCSC/devel_166.wav;NA
devel_167;2;data_og/NCSC/devel_167.wav;NA
devel_168;2;data_og/NCSC/devel_168.wav;NA
devel_169;2;data_og/NCSC/devel_169.wav;NA
devel_170;2;data_og/NCSC/devel_170.wav;NA
devel_171;2;data_og/NCSC/devel_171.wav;NA
devel_172;2;data_og/NCSC/devel_172.wav;NA
devel_173;2;data_og/NCSC/devel_173.wav;NA
devel_174;2;data_og/NCSC/devel_174.wav;NA
devel_175;2;data_og/NCSC/devel_175.wav;NA
devel_176;2;data_og/NCSC/devel_176.wav;NA
devel_177;2;data_og/NCSC/devel_177.wav;NA
devel_178;2;data_og/NCSC/devel_178.wav;NA
devel_179;2;data_og/NCSC/devel_179.wav;NA
devel_180;2;data_og/NCSC/devel_180.wav;NA
devel_181;2;data_og/NCSC/devel_181.wav;NA
devel_182;2;data_og/NCSC/devel_182.wav;NA
devel_183;2;data_og/NCSC/devel_183.wav;NA
devel_184;2;data_og/NCSC/devel_184.wav;NA
devel_185;2;data_og/NCSC/devel_185.wav;NA
devel_186;2;data_og/NCSC/devel_186.wav;NA
devel_187;2;data_og/NCSC/devel_187.wav;NA
devel_188;2;data_og/NCSC/devel_188.wav;NA
devel_189;2;data_og/NCSC/devel_189.wav;NA
devel_190;2;data_og/NCSC/devel_190.wav;NA
devel_191;2;data_og/NCSC/devel_191.wav;NA
devel_192;2;data_og/NCSC/devel_192.wav;NA
devel_193;2;data_og/NCSC/devel_193.wav;NA
devel_194;2;data_og/NCSC/devel_194.wav;NA
devel_195;2;data_og/NCSC/devel_195.wav;NA
devel_196;2;data_og/NCSC/devel_196.wav;NA
devel_197;2;data_og/NCSC/devel_197.wav;NA
devel_198;2;data_og/NCSC/devel_198.wav;NA
devel_199;2;data_og/NCSC/devel_199.wav;NA
devel_200;2;data_og/NCSC/devel_200.wav;NA
devel_201;2;data_og/NCSC/devel_201.wav;NA
devel_202;2;data_og/NCSC/devel_202.wav;NA
devel_203;2;data_og/NCSC/devel_203.wav;NA
devel_204;2;data_og/NCSC/devel_204.wav;NA
devel_205;2;data_og/NCSC/devel_205.wav;NA
devel_206;2;data_og/NCSC/devel_206.wav;NA
devel_207;2;data_og/NCSC/devel_207.wav;NA
devel_208;2;data_og/NCSC/devel_208.wav;NA
devel_209;2;data_og/NCSC/devel_209.wav;NA
devel_210;2;data_og/NCSC/devel_210.wav;NA
devel_211;2;data_og/NCSC/devel_211.wav;NA
devel_212;2;data_og/NCSC/devel_212.wav;NA
devel_213;2;data_og/NCSC/devel_213.wav;NA
devel_214;2;data_og/NCSC/devel_214.wav;NA
devel_215;2;data_og/NCSC/devel_215.wav;NA
devel_216;2;data_og/NCSC/devel_216.wav;NA
devel_217;2;data_og/NCSC/devel_217.wav;NA
devel_218;2;data_og/NCSC/devel_218.wav;NA
devel_219;2;data_og/NCSC/devel_219.wav;NA
devel_220;2;data_og/NCSC/devel_220.wav;NA
devel_221;2;data_og/NCSC/devel_221.wav;NA
devel_222;2;data_og/NCSC/devel_222.wav;NA
